
-------------------- Trial 0  --------------------
2388 emam emam:0.7850695176407645 shah:0.21493048235923554 
955 emam emam:0.9952530874567462 shah:0.004746912543253771 
20 emam emam:0.9898024061391762 shah:0.010197593860823664 
339 shah emam:0.7704376391279246 shah:0.22956236087207538 
1363 emam emam:0.9995475988704692 shah:4.5240112953090093E-4 
326 shah emam:0.7599650453822305 shah:0.24003495461776947 
200 emam emam:0.9990992441862989 shah:9.007558137010581E-4 
418 emam emam:0.7529473128183006 shah:0.24705268718169937 
2842 emam emam:0.7556756678884157 shah:0.24432433211158427 
897 shah shah:0.9997907945112969 emam:2.0920548870306888E-4 
2041 emam emam:0.9852837509023685 shah:0.014716249097631471 
2266 emam emam:0.7558028284421239 shah:0.24419717155787612 
2358 emam emam:0.7025620584033048 shah:0.2974379415966951 
310 emam emam:0.9342235941727323 shah:0.06577640582726774 
290 shah emam:0.5660897770426486 shah:0.4339102229573514 
2019 emam emam:0.7729457138820023 shah:0.22705428611799772 
715 emam emam:0.8123577953722976 shah:0.18764220462770248 
2407 emam emam:0.8229927297937774 shah:0.1770072702062226 
1532 emam emam:0.9890727184229587 shah:0.010927281577041318 
2408 emam emam:0.997800621305725 shah:0.0021993786942750533 
1992 emam emam:0.9999804422841129 shah:1.9557715887147643E-5 
2464 emam emam:0.6565444964223159 shah:0.34345550357768395 
2846 emam emam:0.9873117209322977 shah:0.01268827906770236 
452 shah emam:0.6800869422818344 shah:0.31991305771816564 
306 shah emam:0.7053892337148993 shah:0.2946107662851008 
2717 emam emam:0.9541048893177596 shah:0.04589511068224031 
1285 emam emam:0.999800012472335 shah:1.9998752766498077E-4 
1484 emam emam:0.9690835914884336 shah:0.03091640851156626 
2934 emam emam:0.8449606095909079 shah:0.15503939040909206 
998 emam emam:0.7850695176407645 shah:0.21493048235923554 
1240 emam emam:0.9429816227401125 shah:0.05701837725988743 
2384 emam emam:0.8724360724989969 shah:0.127563927501003 
1513 emam emam:0.8321680421459969 shah:0.16783195785400315 
1903 emam emam:0.993544537628636 shah:0.006455462371363922 
2500 emam emam:0.9228464154404679 shah:0.07715358455953228 
2572 emam emam:0.6782822686844497 shah:0.32171773131555037 
616 shah emam:0.5095879338885371 shah:0.49041206611146293 
784 shah shah:0.9953142300958961 emam:0.004685769904103735 
1111 emam emam:0.8632515238714603 shah:0.13674847612853971 
1315 emam emam:0.9542172078710758 shah:0.04578279212892423 
1993 emam emam:0.9999960973887003 shah:3.90261129977435E-6 
2607 emam emam:0.9944384328946845 shah:0.005561567105315593 
1824 emam emam:0.7677484469583755 shah:0.2322515530416245 
2594 emam emam:0.9900844146837694 shah:0.009915585316230591 
328 shah emam:0.8647365573161864 shah:0.1352634426838135 
666 shah emam:0.7478219579116295 shah:0.2521780420883706 
2163 emam emam:0.9412349662929496 shah:0.0587650337070504 
1485 emam emam:0.9999966150465849 shah:3.3849534152123553E-6 
850 shah shah:0.7069682752721496 emam:0.29303172472785044 
3017 emam emam:0.6916096935204482 shah:0.30839030647955173 
279 emam emam:0.9946800633317091 shah:0.005319936668290799 
2452 emam emam:0.9602237546219476 shah:0.039776245378052334 
869 shah emam:0.673460881113949 shah:0.326539118886051 
386 shah emam:0.6560611891151992 shah:0.3439388108848008 
2739 emam emam:0.8229927297937774 shah:0.1770072702062226 
1505 emam emam:0.9478281930497301 shah:0.05217180695026985 
2707 emam emam:0.9976038426822367 shah:0.0023961573177632314 
1104 emam emam:0.9998923182869328 shah:1.0768171306723303E-4 
342 emam emam:0.9713599839577748 shah:0.02864001604222509 
495 emam emam:0.9974398090810926 shah:0.002560190918907348 
2086 emam emam:0.7573231450428687 shah:0.24267685495713137 
700 shah emam:0.7967764904150734 shah:0.20322350958492655 
887 shah shah:0.8059854074298383 emam:0.19401459257016168 
2586 emam emam:0.8384217571900491 shah:0.1615782428099509 
727 shah shah:0.5224284273788236 emam:0.4775715726211764 
1668 emam emam:0.999978685375723 shah:2.1314624277032066E-5 
2442 emam emam:0.8960921398683825 shah:0.10390786013161742 
2892 emam emam:0.8563131618315251 shah:0.1436868381684749 
1032 emam emam:0.9860378502095332 shah:0.013962149790466893 
2423 emam emam:0.804337039272941 shah:0.19566296072705908 
2278 emam shah:0.5811898358692541 emam:0.41881016413074584 
420 shah emam:0.9029710326107945 shah:0.09702896738920556 
273 shah emam:0.8101274849365615 shah:0.18987251506343847 
1769 emam emam:0.8814456733994858 shah:0.11855432660051418 
507 shah emam:0.7676853302427822 shah:0.23231466975721773 
1757 emam emam:0.938950976761527 shah:0.06104902323847319 
313 shah emam:0.5851038913647533 shah:0.4148961086352467 
882 emam emam:0.9815140385520725 shah:0.018485961447927537 
1956 emam emam:0.990961302035577 shah:0.009038697964423073 
511 emam emam:0.9999954964114681 shah:4.503588531877174E-6 
631 shah shah:0.9148869818986543 emam:0.08511301810134579 
1021 emam emam:0.9537405066057673 shah:0.0462594933942327 
602 emam emam:0.9991723594154027 shah:8.27640584597268E-4 
716 emam emam:0.9720100343688203 shah:0.027989965631179642 
2625 emam emam:0.9001494469467288 shah:0.09985055305327113 
255 emam emam:0.9609620084600239 shah:0.039037991539976 
98 shah emam:0.726631632612788 shah:0.273368367387212 
841 shah shah:0.9654605707755666 emam:0.03453942922443353 
719 emam emam:0.8371158266954831 shah:0.16288417330451677 
2669 emam emam:0.8229927297937774 shah:0.1770072702062226 
392 emam emam:0.9995780580227316 shah:4.219419772683532E-4 
108 emam emam:0.9877887463280249 shah:0.012211253671974964 
2381 emam emam:0.8819481476510371 shah:0.11805185234896284 
1581 emam emam:0.7919404740550767 shah:0.2080595259449232 
260 emam emam:0.9458155002692628 shah:0.0541844997307371 
258 shah shah:0.9996624629717948 emam:3.375370282052863E-4 
2393 emam emam:0.9718479384551207 shah:0.028152061544879203 
1005 emam emam:0.6817258023765065 shah:0.31827419762349346 
795 emam emam:0.8229927297937774 shah:0.1770072702062226 
2387 emam emam:0.6235374019788149 shah:0.3764625980211852 
6 emam emam:0.9776528351864788 shah:0.022347164813521277 
274 emam emam:0.7702770721958712 shah:0.2297229278041288 
357 shah emam:0.8975334079962851 shah:0.10246659200371479 
444 shah emam:0.520201703785658 shah:0.479798296214342 
225 emam emam:0.7321220831816416 shah:0.2678779168183584 
2067 emam emam:0.9231024700177212 shah:0.0768975299822788 
1447 emam emam:0.9999627657206596 shah:3.7234279340419214E-5 
1411 emam emam:0.9260976321884529 shah:0.07390236781154724 
2417 emam emam:0.8918215299166059 shah:0.1081784700833942 
420 emam emam:0.9095762398319515 shah:0.09042376016804854 
1901 emam emam:0.9983905087489199 shah:0.0016094912510801398 
262 shah shah:0.7428868486599668 emam:0.2571131513400332 
787 shah shah:0.9999085348562482 emam:9.146514375179075E-5 
2700 emam emam:0.9981781083672747 shah:0.0018218916327252003 
2938 emam emam:0.9983961649128894 shah:0.0016038350871104628 
350 shah emam:0.546810845191458 shah:0.4531891548085421 
2839 emam emam:0.6964648186857832 shah:0.3035351813142167 
321 emam emam:0.968541556529069 shah:0.03145844347093096 
2247 emam emam:0.9322873309081513 shah:0.06771266909184874 
772 emam emam:0.560520026383509 shah:0.4394799736164911 
538 emam emam:0.9999285778763052 shah:7.142212369475936E-5 
2292 emam emam:0.9089205567910589 shah:0.09107944320894111 
1261 emam emam:0.6241290637951217 shah:0.37587093620487827 
2499 emam emam:0.8229927297937774 shah:0.1770072702062226 
1226 emam emam:0.9680105964218236 shah:0.031989403578176444 
87 emam emam:0.9164064763291059 shah:0.08359352367089415 
1528 emam emam:0.87252472066124 shah:0.1274752793387599 
842 shah shah:0.9894555025535455 emam:0.010544497446454438 
525 emam emam:0.8324434892431047 shah:0.16755651075689526 
1002 emam emam:0.9745153154813126 shah:0.025484684518687302 
2004 emam emam:0.9990892642266772 shah:9.107357733227943E-4 
2847 emam emam:0.7850695176407645 shah:0.21493048235923554 
2542 emam emam:0.9970415011365743 shah:0.0029584988634256716 
1756 emam emam:0.938950976761527 shah:0.06104902323847319 
1265 emam emam:0.9636442005605615 shah:0.03635579943943833 
1184 emam emam:0.9769927051414875 shah:0.02300729485851242 
876 emam emam:0.9936632275618101 shah:0.006336772438189832 
857 shah shah:0.8239115499636883 emam:0.1760884500363117 
1612 emam emam:0.9086200241809976 shah:0.09137997581900237 
2681 emam emam:0.9863762216125715 shah:0.01362377838742849 
2765 emam emam:0.9683881340461951 shah:0.03161186595380485 
1535 emam emam:0.9121561916373996 shah:0.0878438083626004 
1955 emam emam:0.9488221520949145 shah:0.051177847905085484 
1544 emam emam:0.8845038660199178 shah:0.11549613398008209 
105 emam emam:0.8685853025161865 shah:0.13141469748381354 
2898 emam emam:0.8412222555017095 shah:0.15877774449829057 
1700 emam emam:0.9979335732342013 shah:0.0020664267657986703 
1588 emam emam:0.9997239575951055 shah:2.760424048945119E-4 
1131 emam emam:0.9748661673712258 shah:0.025133832628774236 
2794 emam emam:0.9655938424788874 shah:0.034406157521112674 
1705 emam emam:0.8837343252561416 shah:0.11626567474385852 
1974 emam emam:0.8123726119718608 shah:0.18762738802813908 
1563 emam emam:0.9817127564186211 shah:0.018287243581378926 
501 emam emam:0.9372821436643175 shah:0.06271785633568243 
2921 emam emam:0.9525938354119406 shah:0.047406164588059393 
675 emam emam:0.9748724430793421 shah:0.025127556920657854 
351 shah shah:0.9937398363909753 emam:0.006260163609024628 
2822 emam emam:0.9928775870222127 shah:0.007122412977787182 
116 shah emam:0.5205452058379726 shah:0.47945479416202746 
1386 emam emam:0.9639984328960212 shah:0.0360015671039788 
2299 emam emam:0.988904262982135 shah:0.011095737017864996 
706 shah shah:0.9579765590027252 emam:0.04202344099727478 
2976 emam emam:0.9359506341932046 shah:0.06404936580679549 
2216 emam emam:0.993839309348411 shah:0.006160690651588915 
361 shah emam:0.7125532252678919 shah:0.28744677473210806 
2137 emam emam:0.7850695176407645 shah:0.21493048235923554 
498 emam emam:0.6498648414190639 shah:0.35013515858093613 
710 shah shah:0.9999094086050604 emam:9.059139493974997E-5 
701 shah emam:0.9086200241809976 shah:0.09137997581900237 
2647 emam emam:0.7850695176407645 shah:0.21493048235923554 
1835 emam emam:0.9174880886991092 shah:0.08251191130089082 
1545 emam emam:0.989586593898431 shah:0.010413406101569036 
343 shah emam:0.9342235941727323 shah:0.06577640582726774 
609 shah shah:0.9540996097661159 emam:0.04590039023388404 
3012 emam emam:0.9883727701939783 shah:0.011627229806021683 
445 shah emam:0.6940179058744207 shah:0.3059820941255794 
1739 emam emam:0.999994820904526 shah:5.179095474048175E-6 
263 shah shah:0.9273343926130319 emam:0.0726656073869681 
12 shah shah:0.772478005544639 emam:0.22752199445536092 
1921 emam emam:0.8907575030662922 shah:0.1092424969337078 
1552 emam emam:0.9707044779742425 shah:0.02929552202575733 
478 emam emam:0.9383110344528227 shah:0.06168896554717732 
743 shah emam:0.8896567677167123 shah:0.11034323228328781 
519 emam emam:0.7525032856136051 shah:0.24749671438639487 
397 emam emam:0.7621073355943075 shah:0.23789266440569254 
493 shah emam:0.7919382744183949 shah:0.20806172558160502 
481 shah shah:0.9999870518202844 emam:1.2948179715588504E-5 
2262 emam emam:0.8977508007237981 shah:0.10224919927620192 
814 shah shah:0.9355580169835936 emam:0.06444198301640637 
233 emam emam:0.9994108398586269 shah:5.89160141373072E-4 
2422 emam emam:0.8945421704297114 shah:0.1054578295702887 
2664 emam emam:0.9713970442536306 shah:0.02860295574636931 
166 shah emam:0.9513546385242357 shah:0.04864536147576423 
2708 emam emam:0.9368799569655663 shah:0.06312004303443379 
184 shah shah:0.9999999971312659 emam:2.8687340675006746E-9 
1620 emam emam:0.9976548457789272 shah:0.002345154221072907 
1137 emam emam:0.9964697872842921 shah:0.003530212715707975 
1978 emam emam:0.8229927297937774 shah:0.1770072702062226 
2032 emam emam:0.9031665132555905 shah:0.09683348674440959 
1400 emam emam:0.8462542621149792 shah:0.15374573788502074 
64 emam emam:0.9904969100617625 shah:0.009503089938237506 
1686 emam emam:0.9999803620465659 shah:1.963795343402081E-5 
2170 emam emam:0.8229927297937774 shah:0.1770072702062226 
1605 emam emam:0.9238648866495728 shah:0.07613511335042723 
215 emam emam:0.9614089371801935 shah:0.038591062819806475 
1378 emam emam:0.8399915808395427 shah:0.1600084191604573 
629 emam emam:0.9998544651157968 shah:1.4553488420321618E-4 
2621 emam emam:0.9999153004584849 shah:8.469954151517657E-5 
958 emam emam:0.7573231450428687 shah:0.24267685495713137 
2145 emam emam:0.7505566569798006 shah:0.24944334302019938 
1095 emam emam:0.6515011034800654 shah:0.34849889651993465 
1888 emam emam:0.5783166646012338 shah:0.42168333539876635 
1732 emam emam:0.7848304234542034 shah:0.2151695765457966 
329 emam emam:0.9812689835384714 shah:0.0187310164615286 
1753 emam emam:0.9453596536098933 shah:0.0546403463901067 
626 emam emam:0.9273986377627956 shah:0.07260136223720444 
422 emam emam:0.9564669795537647 shah:0.04353302044623536 
571 shah shah:0.9999829286513299 emam:1.7071348670188174E-5 
624 emam emam:0.9988332118013133 shah:0.0011667881986866903 
1526 emam emam:0.9217854347576675 shah:0.07821456524233242 
2532 emam emam:0.9833029888957746 shah:0.016697011104225282 
572 shah shah:0.9710633952090751 emam:0.028936604790924778 
1177 emam emam:0.9953451388624106 shah:0.004654861137589335 
534 emam emam:0.8629933217224242 shah:0.13700667827757576 
1727 emam emam:0.5859364108773372 shah:0.41406358912266283 
328 emam emam:0.9999999998396192 shah:1.6038082531222154E-10 
75 shah shah:0.5212686000910747 emam:0.47873139990892527 
2515 emam emam:0.9766147077718182 shah:0.023385292228181746 
1102 emam emam:0.9238149842199875 shah:0.07618501578001234 
2677 emam emam:0.7704089773295 shah:0.22959102267050008 
378 emam emam:0.99705495656689 shah:0.0029450434331100925 
2984 emam emam:0.9921900341476391 shah:0.007809965852360874 
2631 emam emam:0.7439701034699764 shah:0.25602989653002367 
2340 emam emam:0.7359026367823589 shah:0.264097363217641 
2327 emam emam:0.9242067056916824 shah:0.0757932943083176 
429 shah shah:0.7999941506811635 emam:0.20000584931883644 
723 shah shah:0.6453411757037625 emam:0.3546588242962376 
1699 emam emam:0.6312362785873451 shah:0.36876372141265484 
2797 emam emam:0.9998283819985349 shah:1.7161800146499187E-4 
561 emam emam:0.9851603971852161 shah:0.014839602814783958 
726 emam emam:0.6890748665510612 shah:0.3109251334489388 
3026 emam emam:0.8277503196732728 shah:0.17224968032672705 
0 emam emam:0.8229927297937774 shah:0.1770072702062226 
137 emam emam:0.6696601251036262 shah:0.3303398748963738 
872 emam emam:0.9125191695863876 shah:0.08748083041361236 
332 shah emam:0.7249845412110598 shah:0.27501545878894024 
2129 emam emam:0.6555279413220494 shah:0.34447205867795067 
276 shah shah:0.6424903441512455 emam:0.3575096558487544 
867 shah shah:0.9717668748893117 emam:0.028233125110688474 
1415 emam emam:0.942586572985257 shah:0.057413427014743036 
1800 emam emam:0.9898533981928264 shah:0.010146601807173604 
1142 emam emam:0.8730611696891507 shah:0.12693883031084924 
1158 emam shah:0.5184105762757639 emam:0.481589423724236 
599 emam emam:0.9454783458759026 shah:0.05452165412409745 
508 shah shah:0.8375506993446197 emam:0.16244930065538027 
1818 emam emam:0.9520249887296139 shah:0.04797501127038616 
2399 emam emam:0.9916147288102133 shah:0.008385271189786806 
1970 emam emam:0.9127104610546453 shah:0.08728953894535475 
7 emam emam:0.6369998549900241 shah:0.36300014500997596 
1841 emam emam:0.9366756161389715 shah:0.0633243838610284 
777 shah shah:0.9313737383378179 emam:0.068626261662182 
606 emam emam:0.9769020261166069 shah:0.02309797388339317 
1445 emam emam:0.9997070008484183 shah:2.9299915158162573E-4 
640 emam emam:0.9931324103285323 shah:0.0068675896714677975 
1317 emam emam:0.823643341034955 shah:0.17635665896504507 
212 shah emam:0.75572199139616 shah:0.2442780086038399 
1617 emam emam:0.6562582097462215 shah:0.34374179025377855 
94 shah emam:0.5711151621374856 shah:0.42888483786251436 
354 emam emam:0.9877769263276205 shah:0.012223073672379504 
740 shah shah:0.535306653773173 emam:0.464693346226827 
440 emam emam:0.8261478467331912 shah:0.17385215326680886 
282 emam emam:0.999878352830769 shah:1.2164716923097263E-4 
2795 emam emam:0.9777515008942314 shah:0.02224849910576859 
2430 emam emam:0.9395264554200043 shah:0.060473544579995694 
1591 emam emam:0.9258572015461636 shah:0.07414279845383644 
1600 emam emam:0.7850695176407645 shah:0.21493048235923554 
71 shah emam:0.8061346760786259 shah:0.1938653239213741 
880 shah emam:0.5090232059598256 shah:0.49097679404017436 
2814 emam emam:0.6616288835238678 shah:0.33837111647613205 
352 emam emam:0.9755576356604055 shah:0.024442364339594434 
89 shah emam:0.9115885638542731 shah:0.08841143614572695 
160 shah emam:0.572956150567109 shah:0.42704384943289103 
136 emam emam:0.7041614559560238 shah:0.29583854404397636 
805 emam emam:0.683361466949658 shah:0.3166385330503419 
1867 emam emam:0.9326009857794622 shah:0.0673990142205378 
